DeviceID,Date,Final_Daily_Readings,Daily_Consumption
977-542-668,2024-11-27,329.9,13.0
977-542-668,2024-11-28,343.5,13.6
977-542-668,2024-11-29,357.9,14.4
977-542-668,2024-11-30,371.6,13.7
977-542-668,2024-12-01,386.3,14.7
977-542-668,2024-12-02,399.5,13.2
977-542-668,2024-12-03,406.3,6.8
977-542-668,2024-12-04,414.3,8.0
977-542-668,2024-12-05,424.1,9.8
977-542-668,2024-12-06,433.6,9.5
977-542-668,2024-12-07,446.4,12.8
977-542-668,2024-12-08,458.7,12.3
977-542-668,2024-12-09,471.3,12.6
977-542-668,2024-12-10,484.1,12.8
977-542-668,2024-12-11,496.0,11.9
977-542-668,2024-12-12,511.1,15.1
977-542-668,2024-12-13,518.8,7.7
977-542-668,2024-12-14,527.8,9.0
977-542-668,2024-12-15,535.5,7.7
977-542-668,2024-12-16,544.1,8.6
977-542-668,2024-12-17,550.2,6.1
977-542-668,2024-12-18,556.6,6.4
977-542-668,2024-12-19,571.5,14.9
977-542-668,2024-12-20,586.1,14.6
977-542-668,2024-12-21,600.3,14.2
977-542-668,2024-12-22,612.3,12.0
977-542-668,2024-12-23,625.8,13.5
977-542-668,2024-12-24,632.1,6.3
977-542-668,2024-12-25,641.6,9.5
977-542-668,2024-12-26,651.9,10.3
977-542-668,2024-12-27,657.8,5.9
977-542-668,2024-12-28,670.0,12.2
977-542-668,2024-12-29,675.4,5.4
977-542-668,2024-12-30,690.5,15.1
977-542-668,2024-12-31,700.4,9.9
977-542-668,2025-01-01,711.6,11.2
977-542-668,2025-01-02,727.0,15.4
977-542-668,2025-01-03,734.5,7.5
977-542-668,2025-01-04,749.4,14.9
977-542-668,2025-01-05,756.4,7.0
977-542-668,2025-01-06,761.5,5.1
977-542-668,2025-01-07,770.2,8.7
977-542-668,2025-01-08,781.5,11.3
977-542-668,2025-01-09,786.1,4.6
977-542-668,2025-01-10,801.9,15.8
977-542-668,2025-01-11,816.7,14.8
977-542-668,2025-01-12,824.4,7.7
977-542-668,2025-01-13,837.4,13.0
977-542-668,2025-01-14,853.3,15.9
977-542-668,2025-01-15,857.6,4.3
977-542-668,2025-01-16,871.3,13.7
977-542-668,2025-01-17,884.1,12.8
977-542-668,2025-01-18,894.0,9.9
977-542-668,2025-01-19,899.5,5.5
977-542-668,2025-01-20,903.8,4.3
977-542-668,2025-01-21,919.7,15.9
977-542-668,2025-01-22,931.2,11.5
977-542-668,2025-01-23,943.5,12.3
977-542-668,2025-01-24,952.0,8.5
977-542-668,2025-01-25,968.6,16.6
977-542-668,2025-01-26,977.0,8.4
977-542-668,2025-01-27,989.9,12.9
977-542-668,2025-01-28,996.4,6.5
977-542-668,2025-01-29,1003.9,7.5
977-542-668,2025-01-30,1011.4,7.5
977-542-668,2025-01-31,1025.6,14.2
977-542-668,2025-02-01,1032.3,6.7
977-542-668,2025-02-02,1046.0,13.7
977-542-668,2025-02-03,1052.9,6.9
977-542-668,2025-02-04,1068.8,15.9
977-542-668,2025-02-05,1077.9,9.1
977-542-668,2025-02-06,1083.6,5.7
977-542-668,2025-02-07,1093.8,10.2
977-542-668,2025-02-08,1097.9,4.1
977-542-668,2025-02-09,1113.9,16.0
977-542-668,2025-02-10,1129.5,15.6
977-542-668,2025-02-11,1135.2,5.7
977-542-668,2025-02-12,1148.3,13.1
977-542-668,2025-02-13,1155.6,7.3
977-542-668,2025-02-14,1166.3,10.7
977-542-668,2025-02-15,1176.4,10.1
977-542-668,2025-02-16,1187.5,11.1
977-542-668,2025-02-17,1197.8,10.3
977-542-668,2025-02-18,1212.3,14.5
977-542-668,2025-02-19,1221.2,8.9
398-446-958,2025-02-20,1961.9,8.3
405-308-311,2025-02-20,1439.4,11.5
398-711-962,2025-02-20,1349.1,10.5
